Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_155042_20240814_20240822_02_T1,LC08_L1TP_155042_20240814_20240822_02_T1,LC81550422024227LGN00,2024/08/14,T1,2, 155, 042, 155, 042,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-14 06:14:39,2024-08-14 06:15:11,LGN,DAY,  63.37,  66.33,355,5,    7.566,    5.228,    5.470,LPGS_16.4.0,64.50734295,112.89137990,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,25°59'34.01"N,63°17'27.64"E,27°02'18.96"N,62°08'31.16"E,27°02'01.61"N,64°26'48.08"E,24°56'02.29"N,62°09'25.70"E,24°55'46.49"N,64°25'16.18"E, 25.99278,  63.29101, 27.03860,  62.14199, 27.03378,  64.44669, 24.93397,  62.15714, 24.92958,  64.42116,LC08_L2SP_155042_20240814_20240822_02_T1,LC81550422024227LGN00
LC08_L2SP_155043_20240814_20240822_02_T2,LC08_L1GT_155043_20240814_20240822_02_T2,LC81550432024227LGN00,2024/08/14,T2,2, 155, 043, 155, 043,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-14 06:15:03,2024-08-14 06:15:35,LGN,DAY,  99.84,  93.05,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,64.81749892,109.77458531,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,24°33'11.77"N,62°56'16.22"E,25°35'52.33"N,61°47'49.42"E,25°35'55.90"N,64°04'35.36"E,23°29'25.26"N,61°49'01.16"E,23°29'28.46"N,64°03'31.14"E, 24.55327,  62.93784, 25.59787,  61.79706, 25.59886,  64.07649, 23.49035,  61.81699, 23.49124,  64.05865,LC08_L2SP_155043_20240814_20240822_02_T2,LC81550432024227LGN00
LC09_L2SP_154038_20240815_20240816_02_T1,LC09_L1TP_154038_20240815_20240815_02_T1,LC91540382024228LGN00,2024/08/15,T1,2, 154, 038, 154, 038,NADIR,   0.000,2024/08/16,2024/08/15,2024-08-15 06:06:49,2024-08-15 06:07:21,LGN,DAY,   0.00,   0.00,801,5,    5.838,    3.891,    4.352,LPGS_16.4.0,62.36696250,125.00165337,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,31°44'32.46"N,66°18'10.33"E,32°46'28.45"N,65°01'25.93"E,32°49'44.26"N,67°31'01.52"E,30°38'09.42"N,65°06'51.19"E,30°41'09.60"N,67°33'03.17"E, 31.74235,  66.30287, 32.77457,  65.02387, 32.82896,  67.51709, 30.63595,  65.11422, 30.68600,  67.55088,LC09_L2SP_154038_20240815_20240816_02_T1,LC91540382024228LGN00
LC09_L2SP_154039_20240815_20240816_02_T1,LC09_L1TP_154039_20240815_20240815_02_T1,LC91540392024228LGN00,2024/08/15,T1,2, 154, 039, 154, 039,NADIR,   0.000,2024/08/16,2024/08/15,2024-08-15 06:07:13,2024-08-15 06:07:44,LGN,DAY,   0.00,   0.00,702,5,    6.293,    4.303,    4.592,LPGS_16.4.0,62.96155188,122.28397419,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,30°18'22.21"N,65°55'16.46"E,31°21'41.04"N,64°45'51.30"E,31°18'24.26"N,67°08'19.57"E,29°16'59.52"N,64°43'38.60"E,29°13'58.40"N,67°03'09.07"E, 30.30617,  65.92124, 31.36140,  64.76425, 31.30674,  67.13877, 29.28320,  64.72739, 29.23289,  67.05252,LC09_L2SP_154039_20240815_20240816_02_T1,LC91540392024228LGN00
LC09_L2SP_154040_20240815_20240816_02_T1,LC09_L1TP_154040_20240815_20240815_02_T1,LC91540402024228LGN00,2024/08/15,T1,2, 154, 040, 154, 040,NADIR,   0.000,2024/08/16,2024/08/15,2024-08-15 06:07:37,2024-08-15 06:08:08,LGN,DAY,   6.70,   6.70,748,5,    6.232,    4.360,    4.453,LPGS_16.4.0,63.49454591,119.46149613,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,28°52'09.30"N,65°32'51.79"E,29°55'13.84"N,64°23'58.45"E,29°52'29.24"N,66°44'35.30"E,27°50'29.40"N,64°22'19.09"E,27°47'58.27"N,66°40'10.16"E, 28.86925,  65.54772, 29.92051,  64.39957, 29.87479,  66.74314, 27.84150,  64.37197, 27.79952,  66.66949,LC09_L2SP_154040_20240815_20240816_02_T1,LC91540402024228LGN00
LC09_L2SP_154041_20240815_20240816_02_T1,LC09_L1TP_154041_20240815_20240815_02_T1,LC91540412024228LGN00,2024/08/15,T1,2, 154, 041, 154, 041,NADIR,  -0.001,2024/08/16,2024/08/15,2024-08-15 06:08:00,2024-08-15 06:08:32,LGN,DAY,   6.99,   6.99,707,5,    6.940,    4.954,    4.861,LPGS_16.4.0,63.96218902,116.53936944,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,27°25'52.32"N,65°10'53.22"E,28°28'50.63"N,64°02'34.98"E,28°26'35.74"N,66°21'28.44"E,26°23'53.88"N,64°01'25.14"E,26°21'50.44"N,66°17'44.05"E, 27.43120,  65.18145, 28.48073,  64.04305, 28.44326,  66.35790, 26.39830,  64.02365, 26.36401,  66.29557,LC09_L2SP_154041_20240815_20240816_02_T1,LC91540412024228LGN00
LC09_L2SP_154042_20240815_20240816_02_T1,LC09_L1TP_154042_20240815_20240815_02_T1,LC91540422024228LGN00,2024/08/15,T1,2, 154, 042, 154, 042,NADIR,   0.001,2024/08/16,2024/08/15,2024-08-15 06:08:24,2024-08-15 06:08:56,LGN,DAY,  15.87,  25.90,740,5,    7.423,    4.897,    5.579,LPGS_16.4.0,64.36094182,113.52783854,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,25°59'33.29"N,64°49'20.17"E,27°02'31.96"N,63°41'37.28"E,27°00'44.39"N,65°58'54.98"E,24°57'13.54"N,63°40'53.51"E,24°55'35.40"N,65°55'47.10"E, 25.99258,  64.82227, 27.04221,  63.69369, 27.01233,  65.98194, 24.95376,  63.68153, 24.92650,  65.92975,LC09_L2SP_154042_20240815_20240816_02_T1,LC91540422024228LGN00
LC09_L2SP_154043_20240815_20240816_02_T1,LC09_L1TP_154043_20240815_20240815_02_T1,LC91540432024228LGN00,2024/08/15,T1,2, 154, 043, 154, 043,NADIR,   0.000,2024/08/16,2024/08/15,2024-08-15 06:08:48,2024-08-15 06:09:20,LGN,DAY,  86.33,  89.56,105,5,    8.502,    5.664,    6.340,LPGS_16.4.0,64.68729162,110.43712116,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,24°33'10.62"N,64°28'08.80"E,25°35'58.88"N,63°21'01.98"E,25°34'36.48"N,65°36'40"E,23°30'38.59"N,63°20'41.24"E,23°29'23.71"N,65°34'05.74"E, 24.55295,  64.46911, 25.59969,  63.35055, 25.57680,  65.61111, 23.51072,  63.34479, 23.48992,  65.56826,LC09_L2SP_154043_20240815_20240816_02_T1,LC91540432024228LGN00
LC08_L2SP_153035_20240816_20240822_02_T1,LC08_L1TP_153035_20240816_20240822_02_T1,LC81530352024229LGN00,2024/08/16,T1,2, 153, 035, 153, 035,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 05:59:32,2024-08-16 06:00:04,LGN,DAY,  14.91,  14.91,635,5,    6.051,    4.252,    4.305,LPGS_16.4.0,60.05581855,133.01581254,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,36°02'36.13"N,69°03'23.76"E,37°05'31.09"N,67°45'19.80"E,37°05'26.77"N,70°21'17.10"E,34°58'28.67"N,67°47'18.13"E,34°58'24.64"N,70°19'08.26"E, 36.04337,  69.05660, 37.09197,  67.75550, 37.09077,  70.35475, 34.97463,  67.78837, 34.97351,  70.31896,LC08_L2SP_153035_20240816_20240822_02_T1,LC81530352024229LGN00
LC08_L2SP_153036_20240816_20240822_02_T1,LC08_L1TP_153036_20240816_20240822_02_T1,LC81530362024229LGN00,2024/08/16,T1,2, 153, 036, 153, 036,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 05:59:56,2024-08-16 06:00:28,LGN,DAY,   6.24,   6.24,838,5,    5.727,    4.006,    4.092,LPGS_16.4.0,60.82257968,130.65515272,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,34°36'38.02"N,68°38'45.71"E,35°39'23.94"N,67°21'50.08"E,35°39'51.34"N,69°55'09.26"E,33°32'11.22"N,67°24'17.89"E,33°32'36.56"N,69°53'46.18"E, 34.61056,  68.64603, 35.65665,  67.36391, 35.66426,  69.91924, 33.53645,  67.40497, 33.54349,  69.89616,LC08_L2SP_153036_20240816_20240822_02_T1,LC81530362024229LGN00
LC08_L2SP_153037_20240816_20240822_02_T1,LC08_L1TP_153037_20240816_20240822_02_T1,LC81530372024229LGN00,2024/08/16,T1,2, 153, 037, 153, 037,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:00:20,2024-08-16 06:00:52,LGN,DAY,  10.37,  10.37,731,5,    5.910,    4.116,    4.242,LPGS_16.4.0,61.54030953,128.18678160,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,33°10'37.60"N,68°14'45.78"E,34°13'12.11"N,66°58'43.10"E,34°14'08.52"N,69°29'34.73"E,32°05'49.49"N,67°01'36.44"E,32°06'41.54"N,69°28'52.43"E, 33.17711,  68.24605, 34.22003,  66.97864, 34.23570,  69.49298, 32.09708,  67.02679, 32.11154,  69.48123,LC08_L2SP_153037_20240816_20240822_02_T1,LC81530372024229LGN00
LC08_L2SP_153038_20240816_20240822_02_T1,LC08_L1TP_153038_20240816_20240822_02_T1,LC81530382024229LGN00,2024/08/16,T1,2, 153, 038, 153, 038,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:00:44,2024-08-16 06:01:16,LGN,DAY,  16.31,  16.31,456,5,    6.979,    5.038,    4.831,LPGS_16.4.0,62.20563621,125.60767831,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,31°44'31.56"N,67°51'19.66"E,32°46'56.53"N,66°36'18.22"E,32°48'18.90"N,69°04'40.69"E,30°39'34.06"N,66°39'32.65"E,30°40'49.91"N,69°04'34.36"E, 31.74210,  67.85546, 32.78237,  66.60506, 32.80525,  69.07797, 30.65946,  66.65907, 30.68053,  69.07621,LC08_L2SP_153038_20240816_20240822_02_T1,LC81530382024229LGN00
LC08_L2SP_153039_20240816_20240822_02_T1,LC08_L1TP_153039_20240816_20240822_02_T1,LC81530392024229LGN00,2024/08/16,T1,2, 153, 039, 153, 039,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:01:08,2024-08-16 06:01:40,LGN,DAY,  31.17,  31.17,449,5,    7.594,    5.349,    5.391,LPGS_16.4.0,62.81448851,122.91950452,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,30°18'21.71"N,67°28'25.64"E,31°20'47.44"N,66°14'19.28"E,31°22'32.95"N,68°40'22.58"E,29°13'05.99"N,66°17'51.72"E,29°14'42.90"N,68°40'47.78"E, 30.30603,  67.47379, 31.34651,  66.23869, 31.37582,  68.67294, 29.21833,  66.29770, 29.24525,  68.67994,LC08_L2SP_153039_20240816_20240822_02_T1,LC81530392024229LGN00
LC08_L2SP_153040_20240816_20240822_02_T1,LC08_L1TP_153040_20240816_20240822_02_T1,LC81530402024229LGN00,2024/08/16,T1,2, 153, 040, 153, 040,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:01:32,2024-08-16 06:02:04,LGN,DAY,  20.03,  20.03,507,5,    7.224,    5.010,    5.205,LPGS_16.4.0,63.36258844,120.12602119,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'10.34"N,67°06'01.04"E,29°54'25.96"N,65°52'43.21"E,29°56'31.96"N,68°16'47.39"E,27°46'45.26"N,65°56'29.83"E,27°48'40.72"N,68°17'39.77"E, 28.86954,  67.10029, 29.90721,  65.87867, 29.94221,  68.27983, 27.77924,  65.94162, 27.81131,  68.29438,LC08_L2SP_153040_20240816_20240822_02_T1,LC81530402024229LGN00
LC08_L2SP_153041_20240816_20240822_02_T1,LC08_L1TP_153041_20240816_20240822_02_T1,LC81530412024229LGN00,2024/08/16,T1,2, 153, 041, 153, 041,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:01:56,2024-08-16 06:02:27,LGN,DAY,  64.22,  64.22,378,5,    7.414,    5.067,    5.413,LPGS_16.4.0,63.84653987,117.23019642,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,27°25'53.08"N,66°44'02.36"E,28°28'02.71"N,65°31'37.34"E,28°30'26.32"N,67°53'39.70"E,26°20'13.38"N,65°35'35.09"E,26°22'24.53"N,67°54'55.55"E, 27.43141,  66.73399, 28.46742,  65.52704, 28.50731,  67.89436, 26.33705,  65.59308, 26.37348,  67.91543,LC08_L2SP_153041_20240816_20240822_02_T1,LC81530412024229LGN00
LC08_L2SP_153042_20240816_20240822_02_T1,LC08_L1TP_153042_20240816_20240822_02_T1,LC81530422024229LGN00,2024/08/16,T1,2, 153, 042, 153, 042,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:02:20,2024-08-16 06:02:51,LGN,DAY,  89.40,  90.31,86,5,    9.050,    5.531,    7.163,LPGS_16.4.0,64.26234259,114.24231780,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,25°59'33.76"N,66°22'28.67"E,27°01'38.03"N,65°10'47.17"E,27°04'16.79"N,67°31'06.74"E,24°53'50.06"N,65°14'52.94"E,24°56'14.57"N,67°32'42.29"E, 25.99271,  66.37463, 27.02723,  65.17977, 27.07133,  67.51854, 24.89724,  65.24804, 24.93738,  67.54508,LC08_L2SP_153042_20240816_20240822_02_T1,LC81530422024229LGN00
LC08_L2SP_153043_20240816_20240822_02_T2,LC08_L1GT_153043_20240816_20240822_02_T2,LC81530432024229LGN00,2024/08/16,T2,2, 153, 043, 153, 043,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-16 06:02:44,2024-08-16 06:03:15,LGN,DAY,  99.95,  99.99,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,64.60658196,111.17276130,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,24°33'11.70"N,66°01'17.33"E,25°36'23.04"N,64°55'29.64"E,25°33'34.70"N,67°10'04.80"E,23°31'36.05"N,64°53'36.17"E,23°29'03.05"N,67°05'59.78"E, 24.55325,  66.02148, 25.60640,  64.92490, 25.55964,  67.16800, 23.52668,  64.89338, 23.48418,  67.09994,LC08_L2SP_153043_20240816_20240822_02_T2,LC81530432024229LGN00
LC09_L2SP_152034_20240817_20240818_02_T1,LC09_L1TP_152034_20240817_20240817_02_T1,LC91520342024230LGN00,2024/08/17,T1,2, 152, 034, 152, 034,NADIR,   0.001,2024/08/18,2024/08/17,2024-08-17 05:52:54,2024-08-17 05:53:26,LGN,DAY,  21.64,  21.64,777,5,    6.408,    4.888,    4.144,LPGS_16.4.0,58.99726612,135.66263942,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,37°28'27.98"N,71°00'33.77"E,38°31'45.62"N,69°43'38.53"E,38°29'01.79"N,72°20'38.72"E,36°26'21.23"N,69°42'26.60"E,36°23'49.24"N,72°15'08.57"E, 37.47444,  71.00938, 38.52934,  69.72737, 38.48383,  72.34409, 36.43923,  69.70739, 36.39701,  72.25238,LC09_L2SP_152034_20240817_20240818_02_T1,LC91520342024230LGN00
LC09_L2SP_152035_20240817_20240818_02_T1,LC09_L1TP_152035_20240817_20240817_02_T1,LC91520352024230LGN00,2024/08/17,T1,2, 152, 035, 152, 035,NADIR,   0.001,2024/08/18,2024/08/17,2024-08-17 05:53:18,2024-08-17 05:53:50,LGN,DAY,  53.86,  53.86,432,5,    6.053,    4.288,    4.272,LPGS_16.4.0,59.81730314,133.43847008,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,36°02'36.49"N,70°35'15.50"E,37°05'53.05"N,69°19'18.66"E,37°03'47.56"N,71°53'33.79"E,35°00'06.88"N,69°18'48.35"E,34°58'10.63"N,71°49'01.74"E, 36.04347,  70.58764, 37.09807,  69.32185, 37.06321,  71.89272, 35.00191,  69.31343, 34.96962,  71.81715,LC09_L2SP_152035_20240817_20240818_02_T1,LC91520352024230LGN00
LC09_L2SP_152036_20240817_20240818_02_T1,LC09_L1TP_152036_20240817_20240817_02_T1,LC91520362024230LGN00,2024/08/17,T1,2, 152, 036, 152, 036,NADIR,   0.000,2024/08/18,2024/08/17,2024-08-17 05:53:42,2024-08-17 05:54:14,LGN,DAY,  64.63,  64.63,260,5,    5.939,    4.301,    4.096,LPGS_16.4.0,60.59343711,131.10893105,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,34°36'38.81"N,70°10'37.60"E,35°39'44.39"N,68°55'29.53"E,35°38'14.32"N,71°27'22.21"E,33°33'46.58"N,68°55'36.26"E,33°32'23.24"N,71°23'42.61"E, 34.61078,  70.17711, 35.66233,  68.92487, 35.63731,  71.45617, 33.56294,  68.92674, 33.53979,  71.39517,LC09_L2SP_152036_20240817_20240818_02_T1,LC91520362024230LGN00
LC09_L2SP_152037_20240817_20240818_02_T1,LC09_L1TP_152037_20240817_20240817_02_T1,LC91520372024230LGN00,2024/08/17,T1,2, 152, 037, 152, 037,NADIR,   0.001,2024/08/18,2024/08/17,2024-08-17 05:54:06,2024-08-17 05:54:38,LGN,DAY,  71.09,  71.09,132,5,    8.667,    6.014,    6.240,LPGS_16.4.0,61.32172065,128.67231480,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,33°10'37.70"N,69°46'38.06"E,34°13'30.04"N,68°32'30.55"E,34°12'32.65"N,71°01'47.21"E,32°07'20.96"N,68°33'09.47"E,32°06'27.94"N,70°58'54.91"E, 33.17714,  69.77724, 34.22501,  68.54182, 34.20907,  71.02978, 32.12249,  68.55263, 32.10776,  70.98192,LC09_L2SP_152037_20240817_20240818_02_T1,LC91520372024230LGN00
LC09_L2SP_152038_20240817_20240818_02_T1,LC09_L1TP_152038_20240817_20240817_02_T1,LC91520382024230LGN00,2024/08/17,T1,2, 152, 038, 152, 038,NADIR,   0.001,2024/08/18,2024/08/17,2024-08-17 05:54:30,2024-08-17 05:55:01,LGN,DAY,  70.16,  70.16,121,5,    8.092,    6.067,    5.354,LPGS_16.4.0,61.99842849,126.12594231,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,31°44'31.88"N,69°23'12.52"E,32°47'20.26"N,68°09'53.57"E,32°46'52.75"N,70°36'56.09"E,30°41'00.24"N,68°11'00.82"E,30°40'34.90"N,70°34'46.02"E, 31.74219,  69.38681, 32.78896,  68.16488, 32.78132,  70.61558, 30.68340,  68.18356, 30.67636,  70.57945,LC09_L2SP_152038_20240817_20240818_02_T1,LC91520382024230LGN00
LC09_L2SP_152039_20240817_20240818_02_T1,LC09_L1TP_152039_20240817_20240817_02_T1,LC91520392024230LGN00,2024/08/17,T1,2, 152, 039, 152, 039,NADIR,   0.000,2024/08/18,2024/08/17,2024-08-17 05:54:54,2024-08-17 05:55:25,LGN,DAY,  91.06,  91.06,51,5,   10.082,    7.476,    6.764,LPGS_16.4.0,62.61952701,123.47054087,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,30°18'22.50"N,69°00'18.50"E,31°21'05.94"N,67°47'46.39"E,31°21'05.65"N,70°12'43.88"E,29°14'35.34"N,67°49'18.16"E,29°14'35.05"N,70°11'11.47"E, 30.30625,  69.00514, 31.35165,  67.79622, 31.35157,  70.21219, 29.24315,  67.82171, 29.24307,  70.18652,LC09_L2SP_152039_20240817_20240818_02_T1,LC91520392024230LGN00
LC09_L2SP_152040_20240817_20240818_02_T1,LC09_L1TP_152040_20240817_20240817_02_T1,LC91520402024230LGN00,2024/08/17,T1,2, 152, 040, 152, 040,NADIR,   0.001,2024/08/18,2024/08/17,2024-08-17 05:55:17,2024-08-17 05:55:49,LGN,DAY,  90.29,  90.29,39,5,    8.550,    5.939,    6.151,LPGS_16.4.0,63.18123010,120.70873559,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,28°52'09.66"N,68°37'54.08"E,29°54'47.63"N,67°26'05.32"E,29°55'11.93"N,69°49'06.35"E,27°48'06.80"N,67°27'58.03"E,27°48'29.05"N,69°48'07.38"E, 28.86935,  68.63169, 29.91323,  67.43481, 29.91998,  69.81843, 27.80189,  67.46612, 27.80807,  69.80205,LC09_L2SP_152040_20240817_20240818_02_T1,LC91520402024230LGN00
LC09_L2SP_152041_20240817_20240818_02_T2,LC09_L1GT_152041_20240817_20240817_02_T2,LC91520412024230LGN00,2024/08/17,T2,2, 152, 041, 152, 041,NADIR,   0.000,2024/08/18,2024/08/17,2024-08-17 05:55:41,2024-08-17 05:56:13,LGN,DAY,  96.63,  96.63,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,63.67942855,117.84498391,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,27°25'53.69"N,68°15'55.87"E,28°28'26.11"N,67°04'57.79"E,28°29'12.30"N,69°25'59.48"E,26°21'35.32"N,67°07'08"E,26°22'17.54"N,69°25'30.04"E, 27.43158,  68.26552, 28.47392,  67.08272, 28.48675,  69.43319, 26.35981,  67.11889, 26.37154,  69.42501,LC09_L2SP_152041_20240817_20240818_02_T2,LC91520412024230LGN00
LC09_L2SP_152042_20240817_20240818_02_T2,LC09_L1GT_152042_20240817_20240817_02_T2,LC91520422024230LGN00,2024/08/17,T2,2, 152, 042, 152, 042,NADIR,   0.000,2024/08/18,2024/08/17,2024-08-17 05:56:05,2024-08-17 05:56:37,LGN,DAY,  99.96,  99.96,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,64.11064916,114.88589931,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,25°59'32.89"N,67°54'21.67"E,27°02'01.61"N,66°43'58.37"E,27°03'07.34"N,69°03'19.66"E,24°55'01.24"N,66°46'23.27"E,24°56'01.07"N,69°03'16.09"E, 25.99247,  67.90602, 27.03378,  66.73288, 27.05204,  69.05546, 24.91701,  66.77313, 24.93363,  69.05447,LC09_L2SP_152042_20240817_20240818_02_T2,LC91520422024230LGN00
LC09_L2SP_152043_20240817_20240818_02_T2,LC09_L1GT_152043_20240817_20240817_02_T2,LC91520432024230LGN00,2024/08/17,T2,2, 152, 043, 152, 043,NADIR,   0.001,2024/08/18,2024/08/17,2024-08-17 05:56:29,2024-08-17 05:57:01,LGN,DAY,  98.70,  97.15,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,64.47119154,111.84393165,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,24°33'10.98"N,67°33'10.73"E,25°35'35.27"N,66°23'36.64"E,25°36'57.71"N,68°41'14.10"E,23°28'35.29"N,66°26'12.80"E,23°29'50.10"N,68°41'32.89"E, 24.55305,  67.55298, 25.59313,  66.39351, 25.61603,  68.68725, 23.47647,  66.43689, 23.49725,  68.69247,LC09_L2SP_152043_20240817_20240818_02_T2,LC91520432024230LGN00
LC08_L2SP_151035_20240818_20240823_02_T1,LC08_L1TP_151035_20240818_20240823_02_T1,LC81510352024231LGN00,2024/08/18,T1,2, 151, 035, 151, 035,NADIR,  -0.001,2024/08/23,2024/08/23,2024-08-18 05:47:13,2024-08-18 05:47:45,LGN,DAY,  32.99,  32.99,554,5,    7.340,    5.057,    5.321,LPGS_16.4.0,59.61180421,133.95743726,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,36°02'36.64"N,72°08'30.23"E,37°04'38.71"N,70°46'47.64"E,37°08'31.60"N,73°25'25.18"E,34°55'28.96"N,70°53'35.77"E,34°59'04.24"N,73°27'58.07"E, 36.04351,  72.14173, 37.07742,  70.77990, 37.14211,  73.42366, 34.92471,  70.89327, 34.98451,  73.46613,LC08_L2SP_151035_20240818_20240823_02_T1,LC81510352024231LGN00
LC08_L2SP_151036_20240818_20240823_02_T1,LC08_L1TP_151036_20240818_20240823_02_T1,LC81510362024231LGN00,2024/08/18,T1,2, 151, 036, 151, 036,NADIR,  -0.001,2024/08/23,2024/08/23,2024-08-18 05:47:37,2024-08-18 05:48:08,LGN,DAY,  41.02,  41.02,464,5,    6.629,    4.717,    4.658,LPGS_16.4.0,60.39926070,131.65787492,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,34°36'39.38"N,71°43'52.21"E,35°40'08.69"N,70°30'45.40"E,35°36'41.83"N,73°00'53.03"E,33°35'11.90"N,70°28'30.97"E,33°32'00.42"N,72°54'57.20"E, 34.61094,  71.73117, 35.66908,  70.51261, 35.61162,  73.01473, 33.58664,  70.47527, 33.53345,  72.91589,LC08_L2SP_151036_20240818_20240823_02_T1,LC81510362024231LGN00
LC08_L2SP_151037_20240818_20240823_02_T1,LC08_L1TP_151037_20240818_20240823_02_T1,LC81510372024231LGN00,2024/08/18,T1,2, 151, 037, 151, 037,NADIR,  -0.001,2024/08/23,2024/08/23,2024-08-18 05:48:01,2024-08-18 05:48:32,LGN,DAY,  60.88,  60.88,261,5,    6.529,    4.630,    4.605,LPGS_16.4.0,61.13983757,129.25125237,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,33°10'38.03"N,71°19'52.03"E,34°13'53.51"N,70°07'29.57"E,34°11'03.05"N,72°35'16.51"E,32°08'44.05"N,70°05'54.67"E,32°06'06.55"N,72°30'14.58"E, 33.17723,  71.33112, 34.23153,  70.12488, 34.18418,  72.58792, 32.14557,  70.09852, 32.10182,  72.50405,LC08_L2SP_151037_20240818_20240823_02_T1,LC81510372024231LGN00
